VISHAY NTC RT Calculation
The NTC R/T Calculator tool may be used to determine certain capabilities of Vishay NTC thermistors."Utilizing data provided by the user," the tool can generate standard R/T tables for such thermistors. TheNTC R/T Calculator tool is provided solely on an "AS IS" and "AS AVAILABLE" basis for the convenience"of Vishay customers, and without any warranties or representations of any kind, express or implied," all"of which are hereby expressly disclaimed. Any information, computations," or results generated by the"tool, or otherwise available from or through the csv or pdf files," is provided and utilized at your owndiscretion and risk. Vishay does not assume any responsibility or liability resulting from your use of  the"tool or any such information, computations, or results," and shall have none."The foregoing is in addition to, and not in limitations of," the disclaimer below:Vishay disclaimer https://www.vishay.com/doc?91000"For technical questions or inquiries," contact: nlr@vishay.com or thermistor1@vishay.comOrdering Code,,NTCLE101E3C90173
B(25/85) [K],,3435
R at 25 deg C [ohm],,10000, B(0/100) [K],,3399
R25 Tol [%],,1, B(25/50) [K],,3382
B Tol [%],,1, B(25/75) [K],,undefined
,,, B(25/100) [K],,3454
RT=R25*EXP(A+B/(T+273.15)+C/(T+273.15)^2+D/(T+273.15)^3)
T,< 25 deg C,>= 25 deg C
A,-12.89228328,-12.89228328
B,4245.14800000,4245.14800000
C,-87493.00000000,-87493.00000000
D,-9588114.00000000,-9588114.00000000

T=1/(A1+B1*LN(RT/R25)+C1*LN(RT/R25)^2+D1*LN(RT/R25)^3)-273.15
T,< 25 deg C,>= 25 deg C
A1,0.003354016434680530000,0.003354016434680530000
B1,0.000300130825115663000,0.000300130825115663000
C1,0.000005085164943790940,0.000005085164943790940
D1,0.000000218765049258341,0.000000218765049258341

T [celsius], Rnom [ohms], Rmin [ohms], Rmax [ohms], delta R/R [+-%], delta T [+- celsius], alpha [%/K]
"-40","190952.64","182848.5","199056.8","4.24","0.78","-5.46"
"-39.9","189914.08","181866.1","197962.1","4.24","0.78","-5.45"
"-39.8","188881.77","180889.6","196874.0","4.23","0.78","-5.45"
"-39.7","187855.69","179918.9","195792.5","4.22","0.78","-5.45"
"-39.6","186835.79","178954.0","194717.6","4.22","0.78","-5.44"
"-39.5","185822.03","177994.8","193649.3","4.21","0.77","-5.44"
"-39.4","184814.37","177041.3","192587.4","4.21","0.77","-5.44"
"-39.3","183812.77","176093.5","191532.1","4.20","0.77","-5.43"
"-39.2","182817.18","175151.3","190483.1","4.19","0.77","-5.43"
"-39.1","181827.58","174214.7","189440.4","4.19","0.77","-5.43"
"-39","180843.93","173283.7","188404.2","4.18","0.77","-5.42"
"-38.9","179866.17","172358.2","187374.1","4.17","0.77","-5.42"
"-38.8","178894.28","171438.2","186350.4","4.17","0.77","-5.42"
"-38.7","177928.21","170523.6","185332.8","4.16","0.77","-5.41"
"-38.6","176967.93","169614.5","184321.4","4.16","0.77","-5.41"
"-38.5","176013.41","168710.7","183316.1","4.15","0.77","-5.41"
"-38.4","175064.59","167812.3","182316.9","4.14","0.77","-5.40"
"-38.3","174121.45","166919.2","181323.7","4.14","0.77","-5.40"
"-38.2","173183.95","166031.3","180336.6","4.13","0.76","-5.40"
"-38.1","172252.05","165148.7","179355.4","4.12","0.77","-5.39"
"-38","171325.72","164271.4","178380.1","4.12","0.76","-5.39"
"-37.9","170404.91","163399.1","177410.7","4.11","0.76","-5.39"
"-37.8","169489.60","162532.1","176447.1","4.10","0.76","-5.38"
"-37.7","168579.75","161670.1","175489.4","4.10","0.76","-5.38"
"-37.6","167675.32","160813.3","174537.4","4.09","0.76","-5.38"
"-37.5","166776.27","159961.4","173591.1","4.09","0.76","-5.37"
"-37.4","165882.58","159114.6","172650.5","4.08","0.76","-5.37"
"-37.3","164994.20","158272.8","171715.6","4.07","0.76","-5.37"
"-37.2","164111.10","157435.9","170786.3","4.07","0.76","-5.37"
"-37.1","163233.26","156603.9","169862.6","4.06","0.76","-5.36"
"-37","162360.63","155776.8","168944.4","4.06","0.76","-5.36"
"-36.9","161493.18","154954.6","168031.8","4.05","0.76","-5.36"
"-36.8","160630.87","154137.2","167124.5","4.04","0.76","-5.35"
"-36.7","159773.68","153324.6","166222.8","4.04","0.75","-5.35"
"-36.6","158921.57","152516.7","165326.4","4.03","0.75","-5.35"
"-36.5","158074.51","151713.6","164435.4","4.02","0.75","-5.34"
"-36.4","157232.46","150915.2","163549.8","4.02","0.75","-5.34"
"-36.3","156395.40","150121.4","162669.4","4.01","0.75","-5.34"
"-36.2","155563.29","149332.3","161794.3","4.01","0.75","-5.33"
"-36.1","154736.09","148547.8","160924.4","4.00","0.75","-5.33"
"-36","153913.78","147767.9","160059.7","3.99","0.75","-5.33"
"-35.9","153096.33","146992.5","159200.2","3.99","0.75","-5.32"
"-35.8","152283.71","146221.7","158345.8","3.98","0.75","-5.32"
"-35.7","151475.87","145455.3","157496.4","3.97","0.75","-5.32"
"-35.6","150672.80","144693.4","156652.2","3.97","0.75","-5.31"
"-35.5","149874.46","143936.0","155813.0","3.96","0.75","-5.31"
"-35.4","149080.82","143182.9","154978.7","3.96","0.75","-5.31"
"-35.3","148291.85","142434.3","154149.4","3.95","0.75","-5.30"
"-35.2","147507.53","141690.0","153325.1","3.94","0.74","-5.30"
"-35.1","146727.81","140950.0","152505.6","3.94","0.74","-5.30"
"-35","145952.68","140214.3","151691.0","3.93","0.74","-5.30"
"-34.9","145182.10","139482.9","150881.3","3.93","0.74","-5.29"
"-34.8","144416.04","138755.7","150076.3","3.92","0.74","-5.29"
"-34.7","143654.48","138032.8","149276.2","3.91","0.74","-5.29"
"-34.6","142897.39","137314.1","148480.7","3.91","0.74","-5.28"
"-34.5","142144.73","136599.5","147690.0","3.90","0.74","-5.28"
"-34.4","141396.47","135889.0","146903.9","3.90","0.74","-5.28"
"-34.3","140652.60","135182.7","146122.5","3.89","0.74","-5.27"
"-34.2","139913.08","134480.4","145345.8","3.88","0.74","-5.27"
"-34.1","139177.89","133782.2","144573.6","3.88","0.74","-5.27"
"-34","138446.99","133088.1","143805.9","3.87","0.74","-5.26"
"-33.9","137720.37","132397.9","143042.8","3.86","0.73","-5.26"
"-33.8","136997.98","131711.7","142284.2","3.86","0.73","-5.26"
"-33.7","136279.81","131029.5","141530.1","3.85","0.73","-5.25"
"-33.6","135565.83","130351.3","140780.4","3.85","0.73","-5.25"
"-33.5","134856.01","129676.9","140035.1","3.84","0.73","-5.25"
"-33.4","134150.33","129006.4","139294.2","3.83","0.73","-5.25"
"-33.3","133448.75","128339.8","138557.7","3.83","0.73","-5.24"
"-33.2","132751.26","127677.0","137825.5","3.82","0.73","-5.24"
"-33.1","132057.83","127018.0","137097.6","3.82","0.73","-5.24"
"-33","131368.42","126362.8","136374.0","3.81","0.73","-5.23"
"-32.9","130683.03","125711.4","135654.6","3.80","0.73","-5.23"
"-32.8","130001.61","125063.7","134939.5","3.80","0.73","-5.23"
"-32.7","129324.15","124419.8","134228.5","3.79","0.73","-5.22"
"-32.6","128650.61","123779.5","133521.7","3.79","0.73","-5.22"
"-32.5","127980.98","123142.9","132819.1","3.78","0.72","-5.22"
"-32.4","127315.24","122509.9","132120.5","3.77","0.72","-5.21"
"-32.3","126653.35","121880.6","131426.1","3.77","0.72","-5.21"
"-32.2","125995.28","121254.9","130735.7","3.76","0.72","-5.21"
"-32.1","125341.03","120632.7","130049.3","3.76","0.72","-5.20"
"-32","124690.56","120014.1","129367.0","3.75","0.72","-5.20"
"-31.9","124043.85","119399.1","128688.6","3.74","0.72","-5.20"
"-31.8","123400.87","118787.5","128014.2","3.74","0.72","-5.20"
"-31.7","122761.61","118179.5","127343.8","3.73","0.72","-5.19"
"-31.6","122126.03","117574.9","126677.2","3.73","0.72","-5.19"
"-31.5","121494.12","116973.7","126014.5","3.72","0.72","-5.19"
"-31.4","120865.85","116376.0","125355.7","3.71","0.72","-5.18"
"-31.3","120241.20","115781.7","124700.7","3.71","0.72","-5.18"
"-31.2","119620.15","115190.8","124049.5","3.70","0.71","-5.18"
"-31.1","119002.67","114603.2","123402.1","3.70","0.72","-5.17"
"-31","118388.74","114019.0","122758.5","3.69","0.71","-5.17"
"-30.9","117778.34","113438.1","122118.6","3.69","0.71","-5.17"
"-30.8","117171.45","112860.5","121482.4","3.68","0.71","-5.16"
"-30.7","116568.04","112286.2","120849.9","3.67","0.71","-5.16"
"-30.6","115968.10","111715.1","120221.1","3.67","0.71","-5.16"
"-30.5","115371.59","111147.3","119595.9","3.66","0.71","-5.16"
"-30.4","114778.51","110582.7","118974.4","3.66","0.71","-5.15"
"-30.3","114188.82","110021.2","118356.4","3.65","0.71","-5.15"
"-30.2","113602.51","109463.0","117742.0","3.64","0.71","-5.15"
"-30.1","113019.56","108907.9","117131.2","3.64","0.71","-5.14"
"-30","112439.94","108356.0","116523.9","3.63","0.71","-5.14"
"-29.9","111863.64","107807.2","115920.1","3.63","0.71","-5.14"
"-29.8","111290.62","107261.5","115319.8","3.62","0.71","-5.13"
"-29.7","110720.88","106718.9","114722.9","3.61","0.70","-5.13"
"-29.6","110154.39","106179.3","114129.5","3.61","0.70","-5.13"
"-29.5","109591.14","105642.8","113539.5","3.60","0.70","-5.12"
"-29.4","109031.09","105109.3","112952.9","3.60","0.70","-5.12"
"-29.3","108474.24","104578.8","112369.7","3.59","0.70","-5.12"
"-29.2","107920.56","104051.3","111789.8","3.59","0.70","-5.12"
"-29.1","107370.03","103526.7","111213.3","3.58","0.70","-5.11"
"-29","106822.63","103005.2","110640.1","3.57","0.70","-5.11"
"-28.9","106278.35","102486.5","110070.2","3.57","0.70","-5.11"
"-28.8","105737.16","101970.8","109503.5","3.56","0.70","-5.10"
"-28.7","105199.04","101457.9","108940.1","3.56","0.70","-5.10"
"-28.6","104663.98","100948.0","108380.0","3.55","0.70","-5.10"
"-28.5","104131.96","100440.9","107823.0","3.54","0.70","-5.09"
"-28.4","103602.95","99936.6","107269.3","3.54","0.70","-5.09"
"-28.3","103076.94","99435.2","106718.7","3.53","0.69","-5.09"
"-28.2","102553.91","98936.6","106171.2","3.53","0.69","-5.09"
"-28.1","102033.84","98440.8","105626.9","3.52","0.69","-5.08"
"-28","101516.72","97947.7","105085.7","3.52","0.69","-5.08"
"-27.9","101002.52","97457.4","104547.6","3.51","0.69","-5.08"
"-27.8","100491.22","96969.9","104012.6","3.50","0.69","-5.07"
"-27.7","99982.82","96485.0","103480.6","3.50","0.69","-5.07"
"-27.6","99477.28","96002.9","102951.7","3.49","0.69","-5.07"
"-27.5","98974.60","95523.5","102425.7","3.49","0.69","-5.06"
"-27.4","98474.76","95046.7","101902.8","3.48","0.69","-5.06"
"-27.3","97977.73","94572.6","101382.8","3.48","0.69","-5.06"
"-27.2","97483.50","94101.2","100865.8","3.47","0.69","-5.06"
"-27.1","96992.06","93632.3","100351.8","3.46","0.69","-5.05"
"-27","96503.39","93166.1","99840.7","3.46","0.68","-5.05"
"-26.9","96017.46","92702.5","99332.4","3.45","0.68","-5.05"
"-26.8","95534.26","92241.4","98827.1","3.45","0.68","-5.04"
"-26.7","95053.78","91782.9","98324.6","3.44","0.68","-5.04"
"-26.6","94576.00","91327.0","97825.0","3.44","0.68","-5.04"
"-26.5","94100.90","90873.6","97328.2","3.43","0.68","-5.03"
"-26.4","93628.47","90422.7","96834.2","3.42","0.68","-5.03"
"-26.3","93158.68","89974.3","96343.1","3.42","0.68","-5.03"
"-26.2","92691.53","89528.4","95854.7","3.41","0.68","-5.03"
"-26.1","92227.00","89085.0","95369.0","3.41","0.68","-5.02"
"-26","91765.06","88644.0","94886.1","3.40","0.68","-5.02"
"-25.9","91305.71","88205.4","94406.0","3.40","0.68","-5.02"
"-25.8","90848.93","87769.3","93928.5","3.39","0.68","-5.01"
"-25.7","90394.71","87335.6","93453.8","3.38","0.68","-5.01"
"-25.6","89943.02","86904.3","92981.7","3.38","0.67","-5.01"
"-25.5","89493.85","86475.4","92512.3","3.37","0.67","-5.00"
"-25.4","89047.19","86048.8","92045.6","3.37","0.67","-5.00"
"-25.3","88603.02","85624.6","91581.4","3.36","0.67","-5.00"
"-25.2","88161.33","85202.7","91119.9","3.36","0.67","-5.00"
"-25.1","87722.10","84783.2","90661.0","3.35","0.67","-4.99"
"-25","87285.31","84366.0","90204.7","3.34","0.67","-4.99"
"-24.9","86850.95","83951.0","89750.9","3.34","0.67","-4.99"
"-24.8","86419.01","83538.4","89299.7","3.33","0.67","-4.98"
"-24.7","85989.48","83128.0","88851.0","3.33","0.67","-4.98"
"-24.6","85562.32","82719.9","88404.8","3.32","0.67","-4.98"
"-24.5","85137.55","82314.0","87961.1","3.32","0.67","-4.98"
"-24.4","84715.12","81910.3","87519.9","3.31","0.67","-4.97"
"-24.3","84295.05","81508.9","87081.2","3.31","0.67","-4.97"
"-24.2","83877.30","81109.6","86645.0","3.30","0.66","-4.97"
"-24.1","83461.86","80712.6","86211.2","3.29","0.66","-4.96"
"-24","83048.73","80317.7","85779.8","3.29","0.66","-4.96"
"-23.9","82637.89","79925.0","85350.8","3.28","0.66","-4.96"
"-23.8","82229.31","79534.4","84924.2","3.28","0.66","-4.95"
"-23.7","81823.00","79146.0","84500.0","3.27","0.66","-4.95"
"-23.6","81418.93","78759.7","84078.2","3.27","0.66","-4.95"
"-23.5","81017.10","78375.5","83658.7","3.26","0.66","-4.95"
"-23.4","80617.48","77993.4","83241.6","3.26","0.66","-4.94"
"-23.3","80220.07","77613.3","82826.8","3.25","0.66","-4.94"
"-23.2","79824.85","77235.4","82414.3","3.24","0.66","-4.94"
"-23.1","79431.81","76859.5","82004.1","3.24","0.66","-4.93"
"-23","79040.93","76485.7","81596.2","3.23","0.66","-4.93"
"-22.9","78652.21","76113.9","81190.5","3.23","0.65","-4.93"
"-22.8","78265.62","75744.1","80787.1","3.22","0.65","-4.93"
"-22.7","77881.17","75376.3","80386.0","3.22","0.65","-4.92"
"-22.6","77498.82","75010.6","79987.1","3.21","0.65","-4.92"
"-22.5","77118.58","74646.8","79590.4","3.21","0.65","-4.92"
"-22.4","76740.42","74285.0","79195.8","3.20","0.65","-4.91"
"-22.3","76364.34","73925.2","78803.5","3.19","0.65","-4.91"
"-22.2","75990.32","73567.3","78413.4","3.19","0.65","-4.91"
"-22.1","75618.36","73211.4","78025.4","3.18","0.65","-4.91"
"-22","75248.43","72857.3","77639.5","3.18","0.65","-4.90"
"-21.9","74880.53","72505.2","77255.8","3.17","0.65","-4.90"
"-21.8","74514.64","72155.1","76874.2","3.17","0.65","-4.90"
"-21.7","74150.75","71806.8","76494.7","3.16","0.65","-4.89"
"-21.6","73788.85","71460.3","76117.4","3.16","0.65","-4.89"
"-21.5","73428.93","71115.8","75742.1","3.15","0.64","-4.89"
"-21.4","73070.98","70773.1","75368.8","3.14","0.64","-4.89"
"-21.3","72714.98","70432.3","74997.7","3.14","0.64","-4.88"
"-21.2","72360.92","70093.3","74628.5","3.13","0.64","-4.88"
"-21.1","72008.80","69756.2","74261.4","3.13","0.64","-4.88"
"-21","71658.59","69420.8","73896.4","3.12","0.64","-4.87"
"-20.9","71310.29","69087.3","73533.3","3.12","0.64","-4.87"
"-20.8","70963.89","68755.6","73172.2","3.11","0.64","-4.87"
"-20.7","70619.37","68425.6","72813.1","3.11","0.64","-4.87"
"-20.6","70276.73","68097.4","72456.0","3.10","0.64","-4.86"
"-20.5","69935.94","67771.0","72100.9","3.10","0.64","-4.86"
"-20.4","69597.01","67446.4","71747.7","3.09","0.64","-4.86"
"-20.3","69259.92","67123.4","71396.4","3.08","0.64","-4.85"
"-20.2","68924.66","66802.3","71047.1","3.08","0.63","-4.85"
"-20.1","68591.22","66482.8","70699.6","3.07","0.63","-4.85"
"-20","68259.59","66165.1","70354.1","3.07","0.63","-4.85"
"-19.9","67929.75","65849.0","70010.5","3.06","0.63","-4.84"
"-19.8","67601.70","65534.7","69668.7","3.06","0.63","-4.84"
"-19.7","67275.42","65222.0","69328.8","3.05","0.63","-4.84"
"-19.6","66950.91","64911.0","68990.8","3.05","0.63","-4.83"
"-19.5","66628.16","64601.7","68654.6","3.04","0.63","-4.83"
"-19.4","66307.15","64294.0","68320.3","3.04","0.63","-4.83"
"-19.3","65987.87","63988.0","67987.7","3.03","0.63","-4.83"
"-19.2","65670.31","63683.6","67657.0","3.03","0.63","-4.82"
"-19.1","65354.47","63380.8","67328.1","3.02","0.63","-4.82"
"-19","65040.34","63079.7","67001.0","3.01","0.63","-4.82"
"-18.9","64727.89","62780.1","66675.7","3.01","0.63","-4.81"
"-18.8","64417.13","62482.2","66352.1","3.00","0.62","-4.81"
"-18.7","64108.04","62185.8","66030.3","3.00","0.62","-4.81"
"-18.6","63800.62","61891.0","65710.2","2.99","0.62","-4.81"
"-18.5","63494.84","61597.8","65391.9","2.99","0.62","-4.80"
"-18.4","63190.71","61306.1","65075.3","2.98","0.62","-4.80"
"-18.3","62888.22","61016.0","64760.4","2.98","0.62","-4.80"
"-18.2","62587.35","60727.4","64447.3","2.97","0.62","-4.79"
"-18.1","62288.09","60440.4","64135.8","2.97","0.62","-4.79"
"-18","61990.44","60154.9","63826.0","2.96","0.62","-4.79"
"-17.9","61694.39","59870.9","63517.9","2.96","0.62","-4.79"
"-17.8","61399.92","59588.4","63211.5","2.95","0.62","-4.78"
"-17.7","61107.03","59307.4","62906.7","2.95","0.62","-4.78"
"-17.6","60815.70","59027.9","62603.5","2.94","0.62","-4.78"
"-17.5","60525.94","58749.8","62302.0","2.93","0.62","-4.77"
"-17.4","60237.72","58473.3","62002.2","2.93","0.61","-4.77"
"-17.3","59951.04","58198.2","61703.9","2.92","0.61","-4.77"
"-17.2","59665.90","57924.5","61407.3","2.92","0.61","-4.77"
"-17.1","59382.27","57652.3","61112.2","2.91","0.61","-4.76"
"-17","59100.16","57381.6","60818.8","2.91","0.61","-4.76"
"-16.9","58819.56","57112.2","60526.9","2.90","0.61","-4.76"
"-16.8","58540.45","56844.3","60236.6","2.90","0.61","-4.76"
"-16.7","58262.82","56577.8","59947.8","2.89","0.61","-4.75"
"-16.6","57986.68","56312.7","59660.7","2.89","0.61","-4.75"
"-16.5","57712.00","56049.0","59375.0","2.88","0.61","-4.75"
"-16.4","57438.78","55786.7","59090.9","2.88","0.61","-4.74"
"-16.3","57167.02","55525.7","58808.3","2.87","0.61","-4.74"
"-16.2","56896.70","55266.2","58527.2","2.87","0.60","-4.74"
"-16.1","56627.82","55008.0","58247.7","2.86","0.60","-4.74"
"-16","56360.36","54751.1","57969.6","2.86","0.60","-4.73"
"-15.9","56094.32","54495.6","57693.0","2.85","0.60","-4.73"
"-15.8","55829.69","54241.4","57417.9","2.84","0.60","-4.73"
"-15.7","55566.46","53988.6","57144.3","2.84","0.60","-4.72"
"-15.6","55304.63","53737.1","56872.1","2.83","0.60","-4.72"
